No,Year,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Diameter (nm),Size_in_Water (nm),Size_in_Medium (nm),Zeta_in_Water (mV),Zeta_in_Medium (mV),Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Aspect_Ratio,Cell_Viability (%),PDI,Article_ID,DOI
832,2019,TiO2,I,Sphere,None,Commercial,NA,6,NA,780,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,92.047,NA,35,10.5487/TR.2019.35.3.287
833,2019,TiO2,I,Sphere,None,Commercial,NA,6,NA,780,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,NA,89.34,NA,35,10.5487/TR.2019.35.3.287
834,2019,TiO2,I,Sphere,None,Commercial,NA,6,NA,780,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,NA,87.31,NA,35,10.5487/TR.2019.35.3.287
835,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,NA,93.57,NA,35,10.5487/TR.2019.35.3.287
836,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,NA,85.448,NA,35,10.5487/TR.2019.35.3.287
837,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,NA,61.083,NA,35,10.5487/TR.2019.35.3.287
838,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,15.736,NA,35,10.5487/TR.2019.35.3.287
839,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,NA,9.6447,NA,35,10.5487/TR.2019.35.3.287
840,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,NA,5.9222,NA,35,10.5487/TR.2019.35.3.287
841,2019,SiO2,I,Sphere,None,Commercial,NA,18.3,NA,224,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,NA,96.277,NA,35,10.5487/TR.2019.35.3.287
842,2019,SiO2,I,Sphere,None,Commercial,NA,18.3,NA,224,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,NA,94.247,NA,35,10.5487/TR.2019.35.3.287
843,2019,SiO2,I,Sphere,None,Commercial,NA,18.3,NA,224,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,NA,95.601,NA,35,10.5487/TR.2019.35.3.287
844,2019,SiO2,I,Sphere,None,Commercial,NA,18.3,NA,224,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,97.293,NA,35,10.5487/TR.2019.35.3.287
845,2019,SiO2,I,Sphere,None,Commercial,NA,18.3,NA,224,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,NA,96.447,NA,35,10.5487/TR.2019.35.3.287
846,2019,SiO2,I,Sphere,None,Commercial,NA,18.3,NA,224,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,NA,93.57,NA,35,10.5487/TR.2019.35.3.287
847,2019,CeO2,I,Sphere,None,Commercial,NA,33,NA,299,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,NA,97.8,NA,35,10.5487/TR.2019.35.3.287
848,2019,CeO2,I,Sphere,None,Commercial,NA,33,NA,299,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,NA,97.8,NA,35,10.5487/TR.2019.35.3.287
849,2019,CeO2,I,Sphere,None,Commercial,NA,33,NA,299,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,NA,95.77,NA,35,10.5487/TR.2019.35.3.287
850,2019,CeO2,I,Sphere,None,Commercial,NA,33,NA,299,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,95.77,NA,35,10.5487/TR.2019.35.3.287
851,2019,CeO2,I,Sphere,None,Commercial,NA,33,NA,299,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,NA,95.601,NA,35,10.5487/TR.2019.35.3.287
852,2019,CeO2,I,Sphere,None,Commercial,NA,33,NA,299,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,NA,92.555,NA,35,10.5487/TR.2019.35.3.287
853,2019,Ag,I,Sphere,None,Commercial,NA,16.7,NA,129.7,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,NA,95.601,NA,35,10.5487/TR.2019.35.3.287
854,2019,Ag,I,Sphere,None,Commercial,NA,16.7,NA,129.7,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,NA,93.232,NA,35,10.5487/TR.2019.35.3.287
855,2019,Ag,I,Sphere,None,Commercial,NA,16.7,NA,129.7,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,NA,92.047,NA,35,10.5487/TR.2019.35.3.287
856,2019,Ag,I,Sphere,None,Commercial,NA,16.7,NA,129.7,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,91.709,NA,35,10.5487/TR.2019.35.3.287
857,2019,Ag,I,Sphere,None,Commercial,NA,16.7,NA,129.7,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,NA,87.817,NA,35,10.5487/TR.2019.35.3.287
858,2019,Ag,I,Sphere,None,Commercial,NA,16.7,NA,129.7,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,NA,72.927,NA,35,10.5487/TR.2019.35.3.287
859,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,3,1,MTT,TetrazoliumSalt,NA,97.504,NA,35,10.5487/TR.2019.35.3.287
860,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,3,10,MTT,TetrazoliumSalt,NA,94.54,NA,35,10.5487/TR.2019.35.3.287
861,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,3,12.5,MTT,TetrazoliumSalt,NA,89.392,NA,35,10.5487/TR.2019.35.3.287
862,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,3,25,MTT,TetrazoliumSalt,NA,87.52,NA,35,10.5487/TR.2019.35.3.287
863,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,3,50,MTT,TetrazoliumSalt,NA,80.187,NA,35,10.5487/TR.2019.35.3.287
864,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,3,100,MTT,TetrazoliumSalt,NA,72.075,NA,35,10.5487/TR.2019.35.3.287
865,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,6,1,MTT,TetrazoliumSalt,NA,96.568,NA,35,10.5487/TR.2019.35.3.287
866,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,6,10,MTT,TetrazoliumSalt,NA,92.356,NA,35,10.5487/TR.2019.35.3.287
867,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,6,12.5,MTT,TetrazoliumSalt,NA,87.207,NA,35,10.5487/TR.2019.35.3.287
868,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,6,25,MTT,TetrazoliumSalt,NA,83.151,NA,35,10.5487/TR.2019.35.3.287
869,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,6,50,MTT,TetrazoliumSalt,NA,66.615,NA,35,10.5487/TR.2019.35.3.287
870,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,6,100,MTT,TetrazoliumSalt,NA,61.622,NA,35,10.5487/TR.2019.35.3.287
871,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,9,1,MTT,TetrazoliumSalt,NA,96.1,NA,35,10.5487/TR.2019.35.3.287
872,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,9,10,MTT,TetrazoliumSalt,NA,88.456,NA,35,10.5487/TR.2019.35.3.287
873,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,9,12.5,MTT,TetrazoliumSalt,NA,80.655,NA,35,10.5487/TR.2019.35.3.287
874,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,9,25,MTT,TetrazoliumSalt,NA,70.671,NA,35,10.5487/TR.2019.35.3.287
875,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,9,50,MTT,TetrazoliumSalt,NA,49.922,NA,35,10.5487/TR.2019.35.3.287
876,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,9,100,MTT,TetrazoliumSalt,NA,39.938,NA,35,10.5487/TR.2019.35.3.287
877,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,12,1,MTT,TetrazoliumSalt,NA,91.888,NA,35,10.5487/TR.2019.35.3.287
878,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,12,10,MTT,TetrazoliumSalt,NA,84.867,NA,35,10.5487/TR.2019.35.3.287
879,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,12,12.5,MTT,TetrazoliumSalt,NA,61.154,NA,35,10.5487/TR.2019.35.3.287
880,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,12,25,MTT,TetrazoliumSalt,NA,42.122,NA,35,10.5487/TR.2019.35.3.287
881,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,12,50,MTT,TetrazoliumSalt,NA,27.613,NA,35,10.5487/TR.2019.35.3.287
882,2019,ZnO,I,Sphere,None,Commercial,NA,141,NA,404,NA,NA,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,12,100,MTT,TetrazoliumSalt,NA,22.153,NA,35,10.5487/TR.2019.35.3.287
883,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,NA,98.604,NA,36,10.1080/17458080.2015.1014934
884,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,5,MTT,TetrazoliumSalt,NA,81.98,NA,36,10.1080/17458080.2015.1014934
885,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,NA,77.919,NA,36,10.1080/17458080.2015.1014934
886,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,15,MTT,TetrazoliumSalt,NA,68.655,NA,36,10.1080/17458080.2015.1014934
887,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,6.599,NA,36,10.1080/17458080.2015.1014934
888,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,NA,98.858,NA,36,10.1080/17458080.2015.1014934
889,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,5,MTT,TetrazoliumSalt,NA,84.264,NA,36,10.1080/17458080.2015.1014934
890,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,NA,80.457,NA,36,10.1080/17458080.2015.1014934
891,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,15,MTT,TetrazoliumSalt,NA,68.782,NA,36,10.1080/17458080.2015.1014934
892,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,7.2335,NA,36,10.1080/17458080.2015.1014934
893,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,NA,99.629,NA,36,10.1080/17458080.2015.1014934
894,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,5,MTT,TetrazoliumSalt,NA,90.853,NA,36,10.1080/17458080.2015.1014934
895,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,NA,87.639,NA,36,10.1080/17458080.2015.1014934
896,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,15,MTT,TetrazoliumSalt,NA,72.93,NA,36,10.1080/17458080.2015.1014934
897,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,NA,19.778,NA,36,10.1080/17458080.2015.1014934
898,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,1,MTT,TetrazoliumSalt,NA,96.701,NA,36,10.1080/17458080.2015.1014934
899,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,5,MTT,TetrazoliumSalt,NA,80.584,NA,36,10.1080/17458080.2015.1014934
900,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,10,MTT,TetrazoliumSalt,NA,77.284,NA,36,10.1080/17458080.2015.1014934
901,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,15,MTT,TetrazoliumSalt,NA,67.386,NA,36,10.1080/17458080.2015.1014934
902,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,25,MTT,TetrazoliumSalt,NA,5.7107,NA,36,10.1080/17458080.2015.1014934
903,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,1,MTT,TetrazoliumSalt,NA,97.462,NA,36,10.1080/17458080.2015.1014934
904,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,5,MTT,TetrazoliumSalt,NA,83.122,NA,36,10.1080/17458080.2015.1014934
905,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,10,MTT,TetrazoliumSalt,NA,77.284,NA,36,10.1080/17458080.2015.1014934
906,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,15,MTT,TetrazoliumSalt,NA,68.401,NA,36,10.1080/17458080.2015.1014934
907,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,25,MTT,TetrazoliumSalt,NA,7.1066,NA,36,10.1080/17458080.2015.1014934
908,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,1,MTT,TetrazoliumSalt,NA,99.135,NA,36,10.1080/17458080.2015.1014934
909,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,5,MTT,TetrazoliumSalt,NA,85.909,NA,36,10.1080/17458080.2015.1014934
910,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,10,MTT,TetrazoliumSalt,NA,81.459,NA,36,10.1080/17458080.2015.1014934
911,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,15,MTT,TetrazoliumSalt,NA,71.199,NA,36,10.1080/17458080.2015.1014934
912,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,48,25,MTT,TetrazoliumSalt,NA,13.226,NA,36,10.1080/17458080.2015.1014934
913,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,1,MTT,TetrazoliumSalt,NA,96.193,NA,36,10.1080/17458080.2015.1014934
914,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,5,MTT,TetrazoliumSalt,NA,80.584,NA,36,10.1080/17458080.2015.1014934
915,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,10,MTT,TetrazoliumSalt,NA,74.112,NA,36,10.1080/17458080.2015.1014934
916,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,15,MTT,TetrazoliumSalt,NA,65.609,NA,36,10.1080/17458080.2015.1014934
917,2015,Au,I,Sphere,None,Commercial,NA,30,46.7,70.4,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,25,MTT,TetrazoliumSalt,NA,5.4569,NA,36,10.1080/17458080.2015.1014934
918,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,1,MTT,TetrazoliumSalt,NA,96.701,NA,36,10.1080/17458080.2015.1014934
919,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,5,MTT,TetrazoliumSalt,NA,82.487,NA,36,10.1080/17458080.2015.1014934
920,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,10,MTT,TetrazoliumSalt,NA,77.03,NA,36,10.1080/17458080.2015.1014934
921,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,15,MTT,TetrazoliumSalt,NA,66.117,NA,36,10.1080/17458080.2015.1014934
922,2015,Au,I,Sphere,None,Commercial,NA,50,53.3,96.3,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,25,MTT,TetrazoliumSalt,NA,7.1066,NA,36,10.1080/17458080.2015.1014934
923,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,1,MTT,TetrazoliumSalt,NA,97.775,NA,36,10.1080/17458080.2015.1014934
924,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,5,MTT,TetrazoliumSalt,NA,84.92,NA,36,10.1080/17458080.2015.1014934
925,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,10,MTT,TetrazoliumSalt,NA,81.459,NA,36,10.1080/17458080.2015.1014934
926,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,15,MTT,TetrazoliumSalt,NA,68.356,NA,36,10.1080/17458080.2015.1014934
927,2015,Au,I,Sphere,None,Commercial,NA,90,90.6,125.1,NA,NA,NHDF,50000,H,Human,Skin,Fibroblast,Adult,L,72,25,MTT,TetrazoliumSalt,NA,13.226,NA,36,10.1080/17458080.2015.1014934
928,2015,Au,I,Rod,None,Commercial,NA,25,NA,NA,NA,NA,A549,5000,H,Human,Lung,Epithelial,Adult,L,4,2.5,CCK-8,TetrazoliumSalt,2.1,96.783,NA,38,10.1016/j.etap.2015.02.003
929,2015,Au,I,Rod,None,Commercial,NA,25,NA,NA,NA,NA,A549,5000,H,Human,Lung,Epithelial,Adult,L,4,5,CCK-8,TetrazoliumSalt,2.1,69.437,NA,38,10.1016/j.etap.2015.02.003
930,2015,Au,I,Rod,None,Commercial,NA,25,NA,NA,NA,NA,A549,5000,H,Human,Lung,Epithelial,Adult,L,4,7.5,CCK-8,TetrazoliumSalt,2.1,21.716,NA,38,10.1016/j.etap.2015.02.003
931,2015,Au,I,Rod,None,Commercial,NA,25,NA,NA,NA,NA,A549,5000,H,Human,Lung,Epithelial,Adult,L,4,10,CCK-8,TetrazoliumSalt,2.1,15.013,NA,38,10.1016/j.etap.2015.02.003
932,2015,Au,I,Rod,None,Commercial,NA,25,NA,NA,NA,NA,A549,5000,H,Human,Lung,Epithelial,Adult,L,4,12.5,CCK-8,TetrazoliumSalt,2.1,7.7748,NA,38,10.1016/j.etap.2015.02.003
933,2015,Au,I,Rod,None,Commercial,NA,25,NA,NA,NA,NA,A549,5000,H,Human,Lung,Epithelial,Adult,L,4,15,CCK-8,TetrazoliumSalt,2.1,6.9705,NA,38,10.1016/j.etap.2015.02.003
934,2014,Ag,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,10,CCK-8,TetrazoliumSalt,NA,79.17,NA,39,10.1016/j.mrfmmm.2014.08.001
935,2014,Ag,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,25,CCK-8,TetrazoliumSalt,NA,63.44,NA,39,10.1016/j.mrfmmm.2014.08.001
936,2014,Ag,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,50,CCK-8,TetrazoliumSalt,NA,66.41,NA,39,10.1016/j.mrfmmm.2014.08.001
937,2014,Ag,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,100,CCK-8,TetrazoliumSalt,NA,68.69,NA,39,10.1016/j.mrfmmm.2014.08.001
938,2014,Ag,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,200,CCK-8,TetrazoliumSalt,NA,63.25,NA,39,10.1016/j.mrfmmm.2014.08.001
939,2014,ZnO,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,10,CCK-8,TetrazoliumSalt,NA,27.99,NA,39,10.1016/j.mrfmmm.2014.08.001
940,2014,ZnO,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,25,CCK-8,TetrazoliumSalt,NA,25.73,NA,39,10.1016/j.mrfmmm.2014.08.001
941,2014,ZnO,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,50,CCK-8,TetrazoliumSalt,NA,18.21,NA,39,10.1016/j.mrfmmm.2014.08.001
942,2014,ZnO,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,100,CCK-8,TetrazoliumSalt,NA,17.87,NA,39,10.1016/j.mrfmmm.2014.08.001
943,2014,ZnO,I,Sphere,None,Commercial,NA,90,NA,NA,NA,NA,Caco-2,10000,H,Human,Colon,Epithelial,Adult,L,24,200,CCK-8,TetrazoliumSalt,NA,14.34,NA,39,10.1016/j.mrfmmm.2014.08.001
944,2018,Ag,I,Sphere,None,Chemical Reduction,Negative,14.3,21.14,79.15,-26.5,-7.9,THP-1,10000,H,Human,Blood,Monocyte,Adult,L,24,0.3,AlamarBlue,AlamarBlue,NA,85.833,0.23,40,10.1002/jat.3566
